episode,steps,reward,loss,epsilon,outcome,win_rate_50
487,400,2.49,0.04662,0.339,timeout,0.06
488,22,10.227,0.04278,0.338,win,0.08
489,400,1.843,0.09825,0.336,timeout,0.08
490,400,3.735,0.0986,0.335,timeout,0.08
491,400,0.891,0.07966,0.334,timeout,0.08
492,400,1.344,0.07488,0.332,timeout,0.08
493,400,0.365,0.07466,0.331,timeout,0.08
494,400,-0.716,0.08821,0.33,timeout,0.08
495,400,4.064,0.08373,0.328,timeout,0.06
496,400,5.926,0.0857,0.327,timeout,0.06
497,400,4.606,0.08309,0.326,timeout,0.06
498,400,2.351,0.0886,0.324,timeout,0.06
499,400,2.621,0.09096,0.323,timeout,0.06
500,400,3.701,0.08535,0.321,timeout,0.06
501,400,3.243,0.09052,0.32,timeout,0.06
502,400,4.539,0.1053,0.319,timeout,0.06
503,400,3.033,0.08818,0.317,timeout,0.06
504,400,4.566,0.0952,0.316,timeout,0.06
505,400,2.189,0.08198,0.315,timeout,0.06
506,400,2.497,0.06992,0.313,timeout,0.06
507,400,1.827,0.11684,0.312,timeout,0.06
508,400,2.77,0.07911,0.311,timeout,0.06
509,142,-3.479,0.10103,0.309,out_of_bounds,0.06
510,400,2.401,0.06844,0.308,timeout,0.06
511,400,6.837,0.1035,0.306,timeout,0.04
512,72,-3.949,0.05844,0.305,out_of_bounds,0.04
513,400,2.948,0.0683,0.304,timeout,0.04
514,400,1.509,0.07104,0.302,timeout,0.04
515,400,2.408,0.0873,0.301,timeout,0.04
516,400,4.115,0.10145,0.3,timeout,0.04
517,400,3.013,0.08164,0.298,timeout,0.04
518,400,3.212,0.07999,0.297,timeout,0.04
519,400,4.345,0.07908,0.296,timeout,0.04
520,400,-0.42,0.0711,0.294,timeout,0.04
521,346,0.585,0.06335,0.293,out_of_bounds,0.04
522,400,2.836,0.07965,0.292,timeout,0.04
523,400,3.574,0.09015,0.29,timeout,0.04
524,318,1.546,0.08259,0.289,out_of_bounds,0.04
525,400,5.425,0.07714,0.288,timeout,0.04
526,400,3.657,0.09841,0.286,timeout,0.04
527,16,-9.937,0.16764,0.285,loss,0.04
528,400,2.76,0.06913,0.283,timeout,0.04
529,400,3.685,0.10983,0.282,timeout,0.04
530,400,2.366,0.08722,0.281,timeout,0.04
531,400,0.076,0.09563,0.279,timeout,0.04
532,400,-0.037,0.08345,0.278,timeout,0.04
533,391,2.285,0.10232,0.277,out_of_bounds,0.04
534,400,3.005,0.10508,0.275,timeout,0.04
535,400,3.658,0.11822,0.274,timeout,0.04
536,400,4.559,0.08785,0.273,timeout,0.02
537,400,2.617,0.07171,0.271,timeout,0.02
538,15,10.248,0.17554,0.27,win,0.02
539,400,2.953,0.06811,0.269,timeout,0.02
540,400,3.857,0.08264,0.267,timeout,0.02
541,400,4.923,0.0851,0.266,timeout,0.02
542,23,-9.843,0.06523,0.264,loss,0.02
543,400,4.634,0.09035,0.263,timeout,0.02
544,400,2.558,0.08729,0.262,timeout,0.02
545,400,2.774,0.09324,0.26,timeout,0.02
546,38,-10.282,0.09256,0.259,loss,0.02
547,400,2.967,0.07929,0.258,timeout,0.02
548,400,4.15,0.05599,0.256,timeout,0.02
549,400,2.916,0.07956,0.255,timeout,0.02
550,271,1.557,0.05737,0.254,out_of_bounds,0.02
551,271,0.979,0.09025,0.252,out_of_bounds,0.02
552,400,3.375,0.07335,0.251,timeout,0.02
553,400,3.707,0.07603,0.25,timeout,0.02
554,400,2.628,0.08217,0.248,timeout,0.02
555,400,0.781,0.05967,0.247,timeout,0.02
556,400,2.572,0.0917,0.245,timeout,0.02
557,400,0.869,0.07775,0.244,timeout,0.02
558,400,3.703,0.07576,0.243,timeout,0.02
559,400,4.226,0.09351,0.241,timeout,0.02
560,400,-0.248,0.06493,0.24,timeout,0.02
561,400,3.736,0.0738,0.239,timeout,0.02
562,400,1.221,0.08586,0.237,timeout,0.02
563,400,2.636,0.08731,0.236,timeout,0.02
564,400,2.564,0.06283,0.235,timeout,0.02
565,400,4.298,0.06897,0.233,timeout,0.02
566,400,5.696,0.07849,0.232,timeout,0.02
567,400,3.057,0.07051,0.231,timeout,0.02
568,400,2.614,0.09309,0.229,timeout,0.02
569,400,1.387,0.09507,0.228,timeout,0.02
570,400,4.241,0.07303,0.226,timeout,0.02
571,400,5.028,0.06455,0.225,timeout,0.02
572,400,3.046,0.1012,0.224,timeout,0.02
573,400,5.731,0.07805,0.222,timeout,0.02
574,400,3.659,0.08374,0.221,timeout,0.02
575,400,2.793,0.07424,0.22,timeout,0.02
576,400,2.532,0.06153,0.218,timeout,0.02
577,400,4.704,0.07724,0.217,timeout,0.02
578,400,1.692,0.10324,0.216,timeout,0.02
579,400,4.343,0.07695,0.214,timeout,0.02
580,400,4.903,0.09,0.213,timeout,0.02
581,400,3.598,0.07749,0.212,timeout,0.02
582,400,5.869,0.08863,0.21,timeout,0.02
583,400,5.086,0.07898,0.209,timeout,0.02
584,400,5.231,0.11524,0.207,timeout,0.02
585,400,4.589,0.10516,0.206,timeout,0.02
586,400,5.439,0.08168,0.205,timeout,0.02
587,400,3.477,0.08049,0.203,timeout,0.02
588,400,4.9,0.08163,0.202,timeout,0.0
589,400,2.863,0.06524,0.201,timeout,0.0
590,400,3.989,0.10176,0.199,timeout,0.0
591,400,2.143,0.08344,0.198,timeout,0.0
592,400,3.924,0.08448,0.197,timeout,0.0
593,400,1.913,0.09045,0.195,timeout,0.0
594,14,10.185,0.03724,0.194,win,0.02
595,400,4.191,0.0658,0.193,timeout,0.02
596,400,3.461,0.06917,0.191,timeout,0.02
597,400,3.991,0.06828,0.19,timeout,0.02
598,400,4.909,0.08031,0.188,timeout,0.02
599,400,4.115,0.08146,0.187,timeout,0.02
600,400,5.414,0.07822,0.186,timeout,0.02
601,400,3.924,0.08301,0.184,timeout,0.02
602,400,0.576,0.08731,0.183,timeout,0.02
603,400,4.718,0.09046,0.182,timeout,0.02
604,400,2.741,0.09251,0.18,timeout,0.02
605,400,3.28,0.08271,0.179,timeout,0.02
606,400,4.586,0.08459,0.178,timeout,0.02
607,400,6.026,0.09477,0.176,timeout,0.02
608,400,3.938,0.08393,0.175,timeout,0.02
609,352,2.812,0.07429,0.173,out_of_bounds,0.02
610,400,2.18,0.07302,0.172,timeout,0.02
611,400,3.36,0.0724,0.171,timeout,0.02
612,400,7.2,0.07774,0.169,timeout,0.02
613,400,3.267,0.08785,0.168,timeout,0.02
614,20,-9.827,0.02751,0.167,loss,0.02
615,400,3.687,0.07092,0.165,timeout,0.02
616,400,3.945,0.08367,0.164,timeout,0.02
617,400,4.434,0.06165,0.163,timeout,0.02
618,400,6.139,0.07609,0.161,timeout,0.02
619,400,1.52,0.08719,0.16,timeout,0.02
620,400,9.361,0.09134,0.159,timeout,0.02
621,400,3.411,0.10471,0.157,timeout,0.02
622,26,-10.049,0.10932,0.156,loss,0.02
623,400,3.032,0.07613,0.155,timeout,0.02
624,400,5.123,0.07994,0.153,timeout,0.02
625,400,6.399,0.06251,0.152,timeout,0.02
626,400,5.085,0.06217,0.15,timeout,0.02
627,400,4.505,0.07325,0.149,timeout,0.02
628,400,6.333,0.07924,0.148,timeout,0.02
629,400,5.457,0.06956,0.146,timeout,0.02
630,400,6.227,0.08911,0.145,timeout,0.02
631,400,2.529,0.08956,0.144,timeout,0.02
632,400,2.849,0.08066,0.142,timeout,0.02
633,400,4.495,0.09027,0.141,timeout,0.02
634,400,3.281,0.07096,0.14,timeout,0.02
635,400,5.406,0.04954,0.138,timeout,0.02
636,400,2.475,0.09224,0.137,timeout,0.02
637,56,-10.703,0.05001,0.136,loss,0.02
638,400,2.526,0.08688,0.134,timeout,0.02
639,400,3.951,0.08309,0.133,timeout,0.02
640,400,5.061,0.07228,0.131,timeout,0.02
641,400,4.854,0.09218,0.13,timeout,0.02
642,400,4.918,0.07627,0.129,timeout,0.02
643,400,0.287,0.07839,0.127,timeout,0.02
644,400,3.686,0.0682,0.126,timeout,0.0
645,400,3.663,0.0591,0.125,timeout,0.0
646,400,3.587,0.09653,0.123,timeout,0.0
647,400,3.686,0.08638,0.122,timeout,0.0
648,400,5.295,0.08141,0.121,timeout,0.0
649,400,4.732,0.06493,0.119,timeout,0.0
650,400,6.915,0.06043,0.118,timeout,0.0
651,400,5.504,0.08428,0.117,timeout,0.0
652,400,4.485,0.08707,0.115,timeout,0.0
653,400,4.067,0.07319,0.114,timeout,0.0
654,400,6.116,0.07142,0.112,timeout,0.0
655,400,6.714,0.06648,0.111,timeout,0.0
656,400,3.354,0.08693,0.11,timeout,0.0
657,400,2.119,0.08227,0.108,timeout,0.0
658,400,5.879,0.07369,0.107,timeout,0.0
659,400,5.638,0.11595,0.106,timeout,0.0
660,21,10.273,0.07587,0.104,win,0.02
661,400,5.488,0.07443,0.103,timeout,0.02
662,400,3.038,0.08529,0.102,timeout,0.02
663,400,3.939,0.08047,0.1,timeout,0.02
664,400,6.172,0.07249,0.099,timeout,0.02
665,400,2.075,0.06228,0.098,timeout,0.02
666,19,9.983,0.08541,0.096,win,0.04
667,56,10.955,0.09544,0.095,win,0.06
668,400,2.665,0.09362,0.093,timeout,0.06
669,400,3.569,0.10237,0.092,timeout,0.06
670,400,7.307,0.06916,0.091,timeout,0.06
671,400,3.733,0.07332,0.089,timeout,0.06
672,400,6.357,0.10196,0.088,timeout,0.06
673,400,1.443,0.08121,0.087,timeout,0.06
674,400,4.318,0.11234,0.085,timeout,0.06
675,400,0.314,0.06079,0.084,timeout,0.06
676,400,6.809,0.08065,0.083,timeout,0.06
677,400,4.218,0.06672,0.081,timeout,0.06
678,400,2.594,0.07305,0.08,timeout,0.06
679,400,3.065,0.08091,0.079,timeout,0.06
680,400,2.618,0.09235,0.077,timeout,0.06
681,35,-10.232,0.11879,0.076,loss,0.06
682,400,4.302,0.07233,0.074,timeout,0.06
683,400,4.181,0.08444,0.073,timeout,0.06
684,59,-10.53,0.05136,0.072,loss,0.06
685,33,-9.909,0.0607,0.07,loss,0.06
686,400,6.656,0.08087,0.069,timeout,0.06
687,400,4.174,0.09839,0.068,timeout,0.06
688,400,4.806,0.09447,0.066,timeout,0.06
689,19,-9.821,0.03573,0.065,loss,0.06
690,400,3.916,0.10139,0.064,timeout,0.06
691,400,3.97,0.08124,0.062,timeout,0.06
692,44,9.623,0.04949,0.061,win,0.08
693,400,7.486,0.09308,0.059,timeout,0.08
694,400,3.553,0.07274,0.058,timeout,0.08
695,400,4.887,0.09276,0.057,timeout,0.08
696,400,3.325,0.09965,0.055,timeout,0.08
697,58,9.666,0.07801,0.054,win,0.1
698,47,-10.485,0.10906,0.053,loss,0.1
699,400,3.538,0.09158,0.051,timeout,0.1
700,400,4.336,0.08063,0.05,timeout,0.1
701,400,5.367,0.09373,0.05,timeout,0.1
702,400,3.497,0.09137,0.05,timeout,0.1
703,400,4.175,0.09477,0.05,timeout,0.1
704,400,0.402,0.0965,0.05,timeout,0.1
705,61,9.409,0.07836,0.05,win,0.12
706,400,2.064,0.10199,0.05,timeout,0.12
707,400,4.173,0.0939,0.05,timeout,0.12
708,400,4.228,0.09937,0.05,timeout,0.12
709,400,5.785,0.103,0.05,timeout,0.12
710,400,3.11,0.08669,0.05,timeout,0.1
711,400,2.998,0.09596,0.05,timeout,0.1
712,400,0.313,0.09333,0.05,timeout,0.1
713,400,0.522,0.08568,0.05,timeout,0.1
714,400,2.455,0.09492,0.05,timeout,0.1
715,19,10.094,0.00165,0.05,win,0.12
716,400,6.909,0.0984,0.05,timeout,0.1
717,400,4.695,0.09943,0.05,timeout,0.08
718,400,5.817,0.06618,0.05,timeout,0.08
719,400,5.413,0.10388,0.05,timeout,0.08
720,400,4.594,0.1144,0.05,timeout,0.08
721,400,4.76,0.09628,0.05,timeout,0.08
722,400,5.462,0.09392,0.05,timeout,0.08
723,400,4.687,0.09432,0.05,timeout,0.08
724,400,6.7,0.06911,0.05,timeout,0.08
725,400,8.639,0.07832,0.05,timeout,0.08
726,400,4.92,0.08536,0.05,timeout,0.08
727,400,4.187,0.09721,0.05,timeout,0.08
728,284,1.37,0.10502,0.05,out_of_bounds,0.08
729,400,2.727,0.1019,0.05,timeout,0.08
730,400,-0.605,0.09527,0.05,timeout,0.08
731,400,3.611,0.12072,0.05,timeout,0.08
732,400,2.15,0.10185,0.05,timeout,0.08
733,367,2.405,0.11339,0.05,out_of_bounds,0.08
734,51,-10.682,0.05789,0.05,loss,0.08
735,131,-2.989,0.10904,0.05,out_of_bounds,0.08
736,400,5.067,0.11338,0.05,timeout,0.08
737,400,4.02,0.09195,0.05,timeout,0.08
738,400,3.528,0.10112,0.05,timeout,0.08
739,400,6.676,0.11493,0.05,timeout,0.08
740,400,4.45,0.11614,0.05,timeout,0.08
741,400,6.217,0.09939,0.05,timeout,0.08
742,31,-10.101,0.15391,0.05,loss,0.06
743,16,10.177,0.10589,0.05,win,0.08
744,400,2.398,0.10363,0.05,timeout,0.08
745,400,1.421,0.1082,0.05,timeout,0.08
746,400,4.62,0.13878,0.05,timeout,0.08
747,400,6.038,0.10148,0.05,timeout,0.06
748,389,4.44,0.11443,0.05,out_of_bounds,0.06
749,400,6.305,0.08719,0.05,timeout,0.06
750,400,4.426,0.10053,0.05,timeout,0.06
751,400,5.372,0.11442,0.05,timeout,0.06
752,400,1.788,0.08225,0.05,timeout,0.06
753,400,5.308,0.09278,0.05,timeout,0.06
754,400,3.263,0.07849,0.05,timeout,0.06
755,400,7.085,0.10633,0.05,timeout,0.04
756,400,4.411,0.10964,0.05,timeout,0.04
757,400,6.681,0.08692,0.05,timeout,0.04
758,400,5.948,0.10628,0.05,timeout,0.04
759,400,4.296,0.10141,0.05,timeout,0.04
760,400,3.871,0.08619,0.05,timeout,0.04
761,400,6.503,0.08623,0.05,timeout,0.04
762,348,3.711,0.10757,0.05,out_of_bounds,0.04
763,400,5.586,0.08189,0.05,timeout,0.04
764,400,3.855,0.09106,0.05,timeout,0.04
765,400,4.892,0.09974,0.05,timeout,0.02
766,400,4.079,0.09951,0.05,timeout,0.02
767,400,4.379,0.07651,0.05,timeout,0.02
768,400,5.54,0.1041,0.05,timeout,0.02
769,18,-9.894,0.09996,0.05,loss,0.02
770,400,4.103,0.09463,0.05,timeout,0.02
771,400,6.168,0.10398,0.05,timeout,0.02
772,400,8.967,0.08218,0.05,timeout,0.02
773,400,5.141,0.11203,0.05,timeout,0.02
774,400,5.125,0.09225,0.05,timeout,0.02
775,400,6.057,0.09025,0.05,timeout,0.02
776,400,2.004,0.08907,0.05,timeout,0.02
777,400,6.066,0.09198,0.05,timeout,0.02
778,400,1.256,0.0879,0.05,timeout,0.02
779,400,1.603,0.11651,0.05,timeout,0.02
780,15,10.08,0.02465,0.05,win,0.04
781,400,6.299,0.10724,0.05,timeout,0.04
782,400,3.939,0.09398,0.05,timeout,0.04
783,400,5.362,0.10442,0.05,timeout,0.04
784,400,3.222,0.08632,0.05,timeout,0.04
785,400,5.593,0.10377,0.05,timeout,0.04
786,28,-9.932,0.27554,0.05,loss,0.04
787,400,6.318,0.08942,0.05,timeout,0.04
788,33,-10.135,0.11805,0.05,loss,0.04
789,400,4.189,0.10139,0.05,timeout,0.04
790,400,7.098,0.08759,0.05,timeout,0.04
791,400,3.328,0.09562,0.05,timeout,0.04
792,400,5.792,0.09661,0.05,timeout,0.04
793,400,3.999,0.0941,0.05,timeout,0.02
794,400,2.016,0.08981,0.05,timeout,0.02
795,400,3.595,0.11476,0.05,timeout,0.02
796,400,3.82,0.11531,0.05,timeout,0.02
797,41,9.528,0.08315,0.05,win,0.04
798,400,3.401,0.09229,0.05,timeout,0.04
799,16,10.172,0.00223,0.05,win,0.06
800,400,3.245,0.09364,0.05,timeout,0.06
801,400,6.306,0.08656,0.05,timeout,0.06
802,400,5.299,0.09674,0.05,timeout,0.06
803,400,5.435,0.10549,0.05,timeout,0.06
804,30,-10.17,0.13321,0.05,loss,0.06
805,392,3.095,0.11253,0.05,out_of_bounds,0.06
806,400,4.548,0.1026,0.05,timeout,0.06
807,400,3.723,0.08316,0.05,timeout,0.06
808,400,6.19,0.07888,0.05,timeout,0.06
809,31,10.203,0.0653,0.05,win,0.08
810,400,3.845,0.09792,0.05,timeout,0.08
811,400,4.089,0.10103,0.05,timeout,0.08
812,400,5.112,0.10345,0.05,timeout,0.08
813,400,4.603,0.11379,0.05,timeout,0.08
814,45,-10.642,0.05875,0.05,loss,0.08
815,263,-0.39,0.09169,0.05,out_of_bounds,0.08
816,368,3.653,0.09629,0.05,out_of_bounds,0.08
817,400,3.184,0.09927,0.05,timeout,0.08
818,400,4.976,0.0999,0.05,timeout,0.08
819,400,2.91,0.09904,0.05,timeout,0.08
820,400,2.655,0.09111,0.05,timeout,0.08
821,400,4.984,0.08636,0.05,timeout,0.08
822,400,2.848,0.09246,0.05,timeout,0.08
823,400,4.315,0.12324,0.05,timeout,0.08
824,400,3.433,0.09503,0.05,timeout,0.08
825,368,0.435,0.07995,0.05,out_of_bounds,0.08
826,387,3.282,0.10929,0.05,out_of_bounds,0.08
827,400,0.337,0.0817,0.05,timeout,0.08
828,400,3.116,0.11191,0.05,timeout,0.08
829,400,4.033,0.12541,0.05,timeout,0.08
830,58,-10.191,0.07358,0.05,loss,0.06
831,400,3.882,0.10386,0.05,timeout,0.06
832,393,4.703,0.09223,0.05,out_of_bounds,0.06
833,372,0.087,0.11118,0.05,out_of_bounds,0.06
834,400,4.719,0.10561,0.05,timeout,0.06
835,365,0.651,0.08405,0.05,out_of_bounds,0.06
836,400,0.18,0.10029,0.05,timeout,0.06
837,400,2.547,0.08359,0.05,timeout,0.06
838,400,2.936,0.09293,0.05,timeout,0.06
839,400,2.753,0.08349,0.05,timeout,0.06
840,400,3.07,0.08683,0.05,timeout,0.06
841,400,5.688,0.10329,0.05,timeout,0.06
842,18,10.407,0.04628,0.05,win,0.08
843,400,3.657,0.10077,0.05,timeout,0.08
844,400,5.431,0.09307,0.05,timeout,0.08
845,400,6.664,0.08033,0.05,timeout,0.08
846,32,-10.098,0.0707,0.05,loss,0.08
847,400,5.877,0.07328,0.05,timeout,0.06
848,400,2.896,0.08755,0.05,timeout,0.06
849,400,4.751,0.10969,0.05,timeout,0.04
850,211,-0.832,0.09697,0.05,out_of_bounds,0.04
851,400,4.108,0.10644,0.05,timeout,0.04
852,27,10.127,0.19258,0.05,win,0.06
853,400,5.116,0.10841,0.05,timeout,0.06
854,400,3.711,0.0845,0.05,timeout,0.06
855,400,2.294,0.08858,0.05,timeout,0.06
856,35,10.376,0.08424,0.05,win,0.08
857,400,2.541,0.08485,0.05,timeout,0.08
858,400,-0.295,0.10554,0.05,timeout,0.08
859,400,5.424,0.07733,0.05,timeout,0.06
860,400,1.647,0.10557,0.05,timeout,0.06
861,400,2.643,0.07051,0.05,timeout,0.06
862,387,2.354,0.06455,0.05,out_of_bounds,0.06
863,30,-10.091,0.02134,0.05,loss,0.06
864,26,-9.914,0.07035,0.05,loss,0.06
865,20,-10.019,0.08305,0.05,loss,0.06
866,400,5.534,0.08508,0.05,timeout,0.06
867,35,10.265,0.05622,0.05,win,0.08
868,400,5.273,0.09159,0.05,timeout,0.08
869,62,11.714,0.08754,0.05,win,0.1
870,45,-10.586,0.09997,0.05,loss,0.1
871,400,6.509,0.11067,0.05,timeout,0.1
872,400,2.036,0.08694,0.05,timeout,0.1
873,19,10.435,0.12671,0.05,win,0.12
874,400,7.004,0.0673,0.05,timeout,0.12
875,16,10.154,0.04744,0.05,win,0.14
876,400,5.297,0.08946,0.05,timeout,0.14
877,400,4.955,0.09374,0.05,timeout,0.14
878,400,2.863,0.12266,0.05,timeout,0.14
879,25,10.189,0.08171,0.05,win,0.16
880,400,5.286,0.11513,0.05,timeout,0.16
881,400,3.873,0.11963,0.05,timeout,0.16
882,400,4.821,0.11708,0.05,timeout,0.16
883,29,10.441,0.19518,0.05,win,0.18
884,400,0.535,0.09695,0.05,timeout,0.18
885,16,10.242,0.066,0.05,win,0.2
886,400,3.925,0.1008,0.05,out_of_bounds,0.2
887,400,4.995,0.09541,0.05,timeout,0.2
888,400,4.103,0.09471,0.05,timeout,0.2
889,400,5.301,0.10235,0.05,timeout,0.2
890,400,4.309,0.11226,0.05,timeout,0.2
891,400,5.549,0.08793,0.05,timeout,0.2
892,400,3.461,0.12076,0.05,timeout,0.18
893,400,5.813,0.08692,0.05,timeout,0.18
894,400,4.036,0.10629,0.05,timeout,0.18
895,400,0.491,0.08148,0.05,timeout,0.18
896,400,2.479,0.11259,0.05,timeout,0.18
897,400,1.714,0.11167,0.05,timeout,0.18
898,400,4.167,0.09801,0.05,timeout,0.18
899,400,2.487,0.12281,0.05,timeout,0.18
900,400,3.372,0.08775,0.05,timeout,0.18
901,400,1.874,0.10557,0.05,timeout,0.18
902,400,3.283,0.11899,0.05,timeout,0.16
903,400,3.533,0.10708,0.05,timeout,0.16
904,400,4.106,0.10488,0.05,timeout,0.16
905,400,2.119,0.09951,0.05,timeout,0.16
906,400,3.46,0.11985,0.05,timeout,0.14
907,400,3.645,0.10493,0.05,timeout,0.14
908,22,10.125,0.159,0.05,win,0.16
909,400,2.952,0.09056,0.05,timeout,0.16
910,32,9.932,0.02752,0.05,win,0.18
911,400,2.389,0.16384,0.05,timeout,0.18
912,400,2.665,0.10219,0.05,timeout,0.18
913,400,3.779,0.12113,0.05,timeout,0.18
914,400,5.693,0.1069,0.05,timeout,0.18
915,400,3.088,0.11584,0.05,timeout,0.18
916,400,2.506,0.10308,0.05,timeout,0.18
917,400,4.115,0.08848,0.05,timeout,0.16
918,400,2.004,0.1034,0.05,timeout,0.16
919,400,4.888,0.07411,0.05,timeout,0.14
920,400,3.486,0.09577,0.05,timeout,0.14
921,400,3.411,0.09582,0.05,timeout,0.14
922,400,0.315,0.089,0.05,timeout,0.14
923,51,-10.767,0.08445,0.05,loss,0.12
924,400,2.188,0.12446,0.05,timeout,0.12
925,400,5.849,0.11672,0.05,timeout,0.1
926,400,-0.719,0.13526,0.05,timeout,0.1
927,400,6.322,0.10774,0.05,timeout,0.1
928,400,-0.723,0.10506,0.05,timeout,0.1
929,400,1.81,0.10495,0.05,timeout,0.08
930,16,-9.856,0.07169,0.05,loss,0.08
931,400,3.817,0.11333,0.05,timeout,0.08
932,400,4.314,0.11272,0.05,timeout,0.08
933,45,11.156,0.07512,0.05,win,0.08
934,400,3.352,0.09396,0.05,timeout,0.08
935,400,-2.404,0.10978,0.05,timeout,0.06
936,400,4.906,0.07873,0.05,timeout,0.06
937,35,-10.224,0.05455,0.05,loss,0.06
938,400,3.465,0.09627,0.05,timeout,0.06
939,35,-10.084,0.02372,0.05,loss,0.06
940,400,2.432,0.10634,0.05,timeout,0.06
941,400,2.599,0.10087,0.05,timeout,0.06
942,400,2.747,0.09692,0.05,timeout,0.06
943,400,5.262,0.09975,0.05,timeout,0.06
944,400,3.804,0.12075,0.05,timeout,0.06
945,400,2.037,0.09308,0.05,timeout,0.06
946,400,5.111,0.11502,0.05,timeout,0.06
947,400,4.836,0.08502,0.05,timeout,0.06
948,400,4.996,0.08416,0.05,timeout,0.06
949,33,-10.256,0.09588,0.05,loss,0.06
950,400,5.215,0.05866,0.05,timeout,0.06
951,400,5.317,0.10986,0.05,timeout,0.06
952,400,4.606,0.11581,0.05,timeout,0.06
953,400,4.739,0.09834,0.05,timeout,0.06
954,400,4.316,0.09889,0.05,timeout,0.06
955,400,1.494,0.12372,0.05,timeout,0.06
956,400,5.192,0.09422,0.05,timeout,0.06
957,400,6.571,0.10407,0.05,timeout,0.06
958,400,0.4,0.10214,0.05,timeout,0.04
959,400,5.519,0.0794,0.05,timeout,0.04
960,39,-10.218,0.0764,0.05,loss,0.02
961,360,3.27,0.09137,0.05,out_of_bounds,0.02
962,70,10.91,0.05791,0.05,win,0.04
963,75,11.312,0.09655,0.05,win,0.06
964,400,0.043,0.10707,0.05,timeout,0.06
965,400,5.992,0.09911,0.05,timeout,0.06
966,400,6.228,0.09943,0.05,timeout,0.06
967,400,5.23,0.09738,0.05,timeout,0.06
968,25,-9.991,0.04504,0.05,loss,0.06
969,400,3.405,0.09603,0.05,timeout,0.06
970,400,3.105,0.10452,0.05,timeout,0.06
971,400,5.728,0.09091,0.05,timeout,0.06
972,400,3.567,0.08831,0.05,timeout,0.06
973,400,4.948,0.11294,0.05,timeout,0.06
974,400,4.728,0.09965,0.05,timeout,0.06
975,400,5.117,0.09756,0.05,timeout,0.06
976,400,3.778,0.08712,0.05,timeout,0.06
977,400,6.354,0.10737,0.05,timeout,0.06
978,94,11.227,0.10871,0.05,win,0.08
979,400,5.341,0.10744,0.05,timeout,0.08
980,19,10.12,0.14783,0.05,win,0.1
981,400,6.739,0.08838,0.05,timeout,0.1
982,400,2.758,0.09805,0.05,timeout,0.1
983,400,6.663,0.09632,0.05,timeout,0.08
984,400,3.023,0.12903,0.05,timeout,0.08
985,400,3.231,0.13325,0.05,timeout,0.08
986,400,6.796,0.09402,0.05,timeout,0.08
987,400,4.996,0.1056,0.05,timeout,0.08
988,379,6.415,0.08306,0.05,out_of_bounds,0.08
989,400,6.062,0.09822,0.05,timeout,0.08
990,400,4.692,0.12276,0.05,timeout,0.08
991,400,7.707,0.08931,0.05,timeout,0.08
992,400,3.401,0.09098,0.05,timeout,0.08
993,400,7.701,0.10293,0.05,timeout,0.08
994,400,5.286,0.10509,0.05,timeout,0.08
995,400,6.191,0.10166,0.05,timeout,0.08
996,400,5.996,0.10476,0.05,timeout,0.08
997,400,5.489,0.08397,0.05,timeout,0.08
998,400,5.412,0.10055,0.05,timeout,0.08
999,400,5.976,0.10745,0.05,timeout,0.08
1000,71,9.66,0.0816,0.05,win,0.1
1001,400,6.943,0.10454,0.05,timeout,0.1
1002,400,6.13,0.0966,0.05,timeout,0.1
1003,22,-9.956,0.13055,0.05,loss,0.1
1004,400,4.288,0.10645,0.05,timeout,0.1
1005,400,7.686,0.10324,0.05,timeout,0.1
1006,400,8.046,0.08366,0.05,timeout,0.1
1007,400,6.574,0.08387,0.05,timeout,0.1
1008,258,0.367,0.10661,0.05,out_of_bounds,0.1
1009,27,-10.043,0.15778,0.05,loss,0.1
1010,29,10.082,0.14661,0.05,win,0.12
1011,400,7.227,0.1204,0.05,timeout,0.12
1012,400,4.925,0.10728,0.05,timeout,0.1
1013,400,5.593,0.12466,0.05,timeout,0.08
1014,400,7.165,0.11635,0.05,timeout,0.08
1015,400,5.474,0.11699,0.05,timeout,0.08
1016,400,5.686,0.11452,0.05,timeout,0.08
1017,400,6.08,0.09913,0.05,timeout,0.08
1018,23,10.198,0.0842,0.05,win,0.1
1019,400,8.232,0.10157,0.05,timeout,0.1
1020,400,8.199,0.08192,0.05,timeout,0.1
1021,400,6.134,0.084,0.05,timeout,0.1
1022,400,2.696,0.08172,0.05,timeout,0.1
1023,50,11.049,0.11374,0.05,win,0.12
1024,400,4.633,0.10427,0.05,timeout,0.12
1025,400,6.429,0.10811,0.05,timeout,0.12
1026,400,8.417,0.09842,0.05,timeout,0.12
1027,400,4.938,0.11156,0.05,timeout,0.12
1028,400,3.037,0.09446,0.05,timeout,0.1
1029,400,4.796,0.10322,0.05,timeout,0.1
1030,400,5.952,0.11515,0.05,timeout,0.08
1031,400,6.778,0.10565,0.05,timeout,0.08
1032,400,1.734,0.08274,0.05,timeout,0.08
1033,43,11.061,0.0644,0.05,win,0.1
1034,400,5.784,0.10637,0.05,timeout,0.1
1035,400,4.185,0.08267,0.05,timeout,0.1
1036,400,5.411,0.09493,0.05,timeout,0.1
1037,400,5.208,0.09177,0.05,timeout,0.1
1038,400,5.955,0.09454,0.05,timeout,0.1
1039,400,6.095,0.11343,0.05,timeout,0.1
1040,400,7.762,0.10337,0.05,timeout,0.1
1041,400,8.36,0.07562,0.05,timeout,0.1
